ticker,chunk_id,Question,Ground_Truth_Answer,Source_Passage,Question_Type,Difficulty
MSFT,29,"According to the excerpt, what does management attribute the unrealized losses from fixed-income securities to, and what is their conclusion about whether these losses represent impairments?","Management attributes the unrealized losses from fixed-income securities primarily to changes in interest rates, and does not believe any remaining unrealized losses represent impairments based on its evaluation of available evidence.",Unrealized losses from fixed-income securities are primarily attributable to changes in interest rates. Management does not believe any remaining unrealized losses represent impairments based on our evaluation of available evidence.,Fact extraction,Easy
MSFT,28,"When did the company adopt the FASB segment reporting standard, and what was the most notable incremental disclosure that resulted from its adoption?","The company adopted the standard beginning with its annual reporting for fiscal year 2025. The adoption resulted in incremental segment reporting disclosures, most notably the disclosure of cost of revenue and operating expenses for each reportable segment.","We adopted the standard beginning with our annual reporting for fiscal year 2025. The adoption resulted in incremental segment reporting disclosures, most notably disclosure of cost of revenue and operating expenses for each reportable segment.",Fact extraction,Medium
MSFT,31,"On what date did the company receive Notices of Proposed Adjustment from the IRS, and what is the primary issue identified in those NOPAs?","The company received the NOPAs on September 26, 2023, and the primary issues relate to intercompany transfer pricing.","on September 26, 2023, we received Notices of Proposed Adjustment (“NOPAs”) from the IRS. The primary issues in the NOPAs relate to intercompany transfer pricing.",Fact extraction,Medium
MSFT,31,What was the primary reason for the decrease in the effective tax rate for fiscal year 2024 compared to fiscal year 2023?,"The decrease was primarily due to tax benefits from tax law changes, including the delay of the effective date of final foreign tax credit regulations.","The decrease in our effective tax rate for fiscal year 2024 compared to fiscal year 2023 was primarily due to tax benefits from tax law changes, including the delay of the effective date of final foreign tax credit regulations.",Literal,Easy
MSFT,32,"In the Irish Data Protection Commission matter involving LinkedIn, when did the IDPC issue its final decision, when did LinkedIn appeal, and when is the next hearing scheduled?","The IDPC provided LinkedIn with a final decision alleging GDPR violations and assessing a fine in October 2024. LinkedIn appealed the final decision to the Irish courts in November 2024, and the next hearing is scheduled for December 2025.","In October 2024, the IDPC provided LinkedIn with a final decision alleging GDPR violations and assessing a fine. In November 2024, LinkedIn appealed the final decision to the Irish courts, and the next hearing is scheduled for December 2025.",Fact extraction,Medium
MSFT,33,What are the three reportable segments under which the company reported its financial performance during the periods presented?,"The three reportable segments are Productivity and Business Processes, Intelligent Cloud, and More Personal Computing.","During the periods presented, we reported our financial performance based on the following segments: Productivity and Business Processes, Intelligent Cloud, and More Personal Computing.",Fact extraction,Easy
MSFT,33,"What profitability measure does the chief operating decision maker (CODM) use to review segment operating results, and for what purposes is it used?","The primary profitability measure used by the CODM is operating income. The CODM uses operating income to allocate resources during the annual planning process and throughout the year, as well as to assess the performance of the segments, primarily by monitoring actual results compared to prior periods and expected results.","The primary profitability measure used by the CODM to review segment operating results is operating income.

The CODM uses operating income to allocate resources during our annual planning process and throughout the year, as well as to assess the performance of our segments, primarily by monitoring actual results compared to prior periods and expected results.",Multi-step reasoning,Medium
MSFT,34,"As of what dates were the consolidated balance sheets of Microsoft Corporation audited, and over what period were the related statements of income and cash flows audited?","The consolidated balance sheets were audited as of June 30, 2025 and 2024, and the related consolidated statements of income, comprehensive income, cash flows, and stockholders' equity were audited for each of the three years in the period ended June 30, 2025.","We have audited the accompanying consolidated balance sheets of Microsoft Corporation and subsidiaries (the ""Company"") as of June 30, 2025 and 2024, the related consolidated statements of income, comprehensive income, cash flows, and stockholders' equity, for each of the three years in the period ended June 30, 2025",Fact extraction,Easy
MSFT,36,"Which code of ethics has the Company adopted, and to which positions does it specifically apply?","The Company has adopted the Microsoft Finance Code of Professional Conduct (the ""finance code of ethics""), which applies to its Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer, and other finance organization employees.","We have adopted the Microsoft Finance Code of Professional Conduct (the “finance code of ethics”), a code of ethics that applies to our Chief Executive Officer, Chief Financial Officer, Chief Accounting Officer, and other finance organization employees.",Fact extraction,Easy
MSFT,36,"According to the excerpt, what three categories of policies and procedures are included in a company's internal control over financial reporting?","Internal control over financial reporting includes policies and procedures that: (1) pertain to the maintenance of records that, in reasonable detail, accurately and fairly reflect transactions and dispositions of the company's assets; (2) provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with GAAP and that receipts and expenditures are made only in accordance with authorizations of management and directors; and (3) provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use, or disposition of the company's assets that could have a material effect on the financial statements.","A company’s internal control over financial reporting includes those policies and procedures that (1) pertain to the maintenance of records that, in reasonable detail, accurately and fairly reflect the transactions and dispositions of the assets of the company; (2) provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles, and that receipts and expenditures of the company are being made only in accordance with authorizations of management and directors of the company; and (3) provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use, or disposition of the company’s assets that could have a material effect on the financial statements.",Multi-step reasoning,Medium
MSFT,38,On what date and in which city and state did the Registrant sign the report on its behalf pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934?,"The report was signed in the City of Redmond, State of Washington, on July 30, 2025.","the Registrant has duly caused this report to be signed on its behalf by the undersigned; thereunto duly authorized, in the City of Redmond, State of Washington, on July 30, 2025.",Fact extraction,Easy
MSFT,38,"Which Supplemental Indenture covers Activision Blizzard's 1.350% Senior Notes due 2030 and 2.500% Senior Notes due 2050, and what was its date and the counterparty trustee?","The Fourth Supplemental Indenture, dated as of October 27, 2023, between Activision Blizzard, Inc. and Computershare Trust Company, N.A., covers the 1.350% Senior Notes due 2030 and 2.500% Senior Notes due 2050.","Fourth Supplemental Indenture, dated as of October 27, 2023, by and between Activision Blizzard, Inc. and Computershare Trust Company, N.A., with respect to Activision Blizzard, Inc.’s 1.350% Senior Notes due 2030 and 2.500% Senior Notes due 2050",Multi-step reasoning,Medium
MSFT,37,"Which supplemental indenture marked the first use of U.S. Bank National Association as Trustee instead of The Bank of New York Mellon Trust Company, N.A., and what notes did it cover?","The Ninth Supplemental Indenture, dated as of February 12, 2015, was the first to use U.S. Bank National Association as Trustee. It covered 1.850% Notes due 2020, 2.375% Notes due 2022, 2.700% Notes due 2025, 3.500% Notes due 2035, 3.750% Notes due 2045, and 4.000% Notes due 2055.","Ninth Supplemental Indenture for 1.850% Notes due 2020, 2.375% Notes due 2022, 2.700% Notes due 2025, 3.500% Notes due 2035, 3.750% Notes due 2045, and 4.000% Notes due 2055, dated as of February 12, 2015, between Microsoft Corporation and U.S. Bank National Association, as Trustee",Multi-step reasoning,Hard
MSFT,37,"With respect to Activision Blizzard, Inc.'s notes, who served as Trustee under the Base Indenture dated May 26, 2017, and which series of senior notes did it cover?","Wells Fargo Bank, National Association served as Trustee under the Base Indenture dated May 26, 2017, which covered Activision Blizzard, Inc.'s 3.400% Senior Notes due 2027, 1.350% Senior Notes due 2030, 4.500% Senior Notes due 2047 and 2.500% Senior Notes due 2050.","Base Indenture, dated as of May 26, 2017, by and between Activision Blizzard, Inc. and Wells Fargo Bank, National Association, as Trustee, with respect to Activision Blizzard, Inc.’s 3.400% Senior Notes due 2027, 1.350% Senior Notes due 2030, 4.500% Senior Notes due 2047 and 2.500% Senior Notes due 2050",Fact extraction,Medium
AAPL,1,"During fiscal 2025, how were the Company's total net sales distributed between its direct and indirect distribution channels?","In 2025, the Company's net sales through its direct distribution channels accounted for 40% of total net sales, while indirect distribution channels accounted for 60%.","During 2025, the Company’s net sales through its direct and indirect distribution channels accounted for 40% and 60%, respectively, of total net sales.",Numeric calculation,Medium
AAPL,1,"Which geographic reportable segments does the Company use, and what regions does the Europe segment include beyond European countries?","The Company's reportable segments consist of the Americas, Europe, Greater China, Japan and Rest of Asia Pacific. The Europe segment includes European countries, as well as India, the Middle East and Africa.","The Company’s reportable segments consist of the Americas, Europe, Greater China, Japan and Rest of Asia Pacific. Americas includes both North and South America. Europe includes European countries, as well as India, the Middle East and Africa.",Fact extraction,Easy
AAPL,0,What is the par value per share of the common stock that Apple registered under Section 12(b) of the Act on The Nasdaq Stock Market LLC?,The common stock has a par value of $0.00001 per share.,"Common Stock, $0.00001 par value per share",Fact extraction,Easy
AAPL,2,"As of September 27, 2025, approximately how many full-time equivalent employees did the Company have?","Approximately 166,000 full-time equivalent employees.","As of September 27, 2025, the Company had approximately 166,000 full-time equivalent employees.",Fact extraction,Easy
AAPL,2,"In which fiscal quarter has the Company historically experienced higher net sales, and what is the primary reason given?","The Company has historically experienced higher net sales in its first quarter, due in part to seasonal holiday demand.",The Company has historically experienced higher net sales in its first quarter compared to other quarters in its fiscal year due in part to seasonal holiday demand.,Literal,Medium
AAPL,3,In which countries are the Company's outsourcing partners that perform a significant majority of its manufacturing primarily located?,"A significant majority of the Company's manufacturing is performed by outsourcing partners located primarily in China mainland, India, Japan, South Korea, Taiwan and Vietnam, in addition to sourcing from partners and facilities located in the U.S.","A significant majority of the Company’s manufacturing is performed in whole or in part by outsourcing partners located primarily in China mainland, India, Japan, South Korea, Taiwan and Vietnam, in addition to sourcing from partners and facilities located in the U.S.",Fact extraction,Easy
AAPL,4,"According to the excerpt, why would a business interruption affecting the Company's suppliers be especially damaging given its sourcing arrangements?","Because the Company relies on single or limited sources for the supply and manufacture of many critical components, a business interruption affecting such sources would exacerbate any negative consequences to the Company.","Because the Company relies on single or limited sources for the supply and manufacture of many critical components, a business interruption affecting such sources would exacerbate any negative consequences to the Company.",Multi-step reasoning,Medium
AAPL,4,In which global product markets does the Company state that it holds a minority market share?,"The Company has a minority market share in the global smartphone, personal computer, tablet and wearables markets.","The Company has a minority market share in the global smartphone, personal computer, tablet and wearables markets, and some of the markets in which the Company competes have from time to time experienced little to no growth or contracted overall.",Fact extraction,Easy
AAPL,6,For what maximum period do the Company's manufacturing purchase obligations typically cover its forecasted component and manufacturing requirements?,Manufacturing purchase obligations typically cover the Company's forecasted component and manufacturing requirements for periods up to 150 days.,"Manufacturing purchase obligations cover the Company’s forecasted component and manufacturing requirements, typically for periods up to 150 days.",Fact extraction,Easy
AAPL,6,"According to the excerpt, which competing platforms does the Company identify as influencing third-party developers' decisions across smartphones/tablets, personal computers, and gaming?","The Company identifies Android for smartphones and tablets, Windows for personal computers and tablets, and PlayStation, Nintendo and Xbox for gaming platforms as competing platforms that affect third-party developer support.","such as Android for smartphones and tablets, Windows for personal computers and tablets, and PlayStation, Nintendo and Xbox for gaming platforms",Multi-step reasoning,Medium
AAPL,7,"According to the excerpt, why does the Company believe it faces a relatively greater risk of being targeted by malicious attacks compared to other companies?","The Company is at a relatively greater risk of being targeted because of its high profile and the value of the confidential information it creates, owns, manages, stores and processes.","the Company is at a relatively greater risk of being targeted because of its high profile and the value of the confidential information it creates, owns, manages, stores and processes.",Fact extraction,Medium
AAPL,7,"What specific programs has the Company invested in to enhance reseller sales, and what risks accompany those investments?","The Company has invested in programs including staffing selected resellers' stores with Company employees and contractors, improving product placement displays, and developing and making digital marketing assets available to resellers. These programs can require a substantial investment while not assuring return or incremental sales.","The Company has invested and will continue to invest in programs to enhance reseller sales, including staffing selected resellers’ stores with Company employees and contractors, improving product placement displays, and developing and making digital marketing assets available to resellers. These programs can require a substantial investment while not assuring return or incremental sales.",Multi-step reasoning,Hard
AAPL,5,"According to the excerpt, what example does the Company cite to illustrate how industry-wide shortages can adversely affect its ability to obtain components on commercially reasonable terms?","The Company cites the global semiconductor industry, which has in the past experienced high demand and shortages of supply, adversely affecting the Company's ability to obtain sufficient quantities of components and products on commercially reasonable terms, or at all.","For example, the global semiconductor industry has in the past experienced high demand and shortages of supply, which adversely affected the Company’s ability to obtain sufficient quantities of components and products on commercially reasonable terms, or at all.",Multi-step reasoning,Medium
AAPL,10,"On what date was Google found to have violated U.S. antitrust laws, and when did the D.C. District Court subsequently order certain remedies?","Google was found to have violated U.S. antitrust laws on August 5, 2024, and the U.S. District Court for the District of Columbia ordered certain remedies in connection with this finding on September 2, 2025.","On August 5, 2024, Google was found to have violated U.S. antitrust laws. In connection with this finding, on September 2, 2025, the U.S. District Court for the District of Columbia (“D.C. District Court”) ordered certain remedies.",Fact extraction,Easy
AAPL,10,"According to the excerpt, what specific outcome on appeal could occur that would harm the Company's ability to earn revenue from its search licensing arrangements with Google?","A reversal of the court's order on appeal could result in imposition of certain remedies initially proposed by the DOJ, such as those prohibiting Google from offering the Company commercial terms for search distribution, which if implemented could materially adversely affect the Company's ability to earn revenue from such licensing arrangements.","A reversal of the order on appeal could result in imposition of certain remedies initially proposed by the DOJ, such as those prohibiting Google from offering the Company commercial terms for search distribution. If implemented, these remedies could materially adversely affect the Company’s ability to earn revenue from such licensing arrangements.",Multi-step reasoning,Medium
AAPL,9,What specific changes did the Company implement in the EU to comply with the Digital Markets Act (DMA)?,"To comply with the DMA, the Company implemented changes to iOS, iPadOS, the App Store and Safari in the EU, including new business terms and alternative fee structures for iOS and iPadOS apps, alternative methods of distribution for iOS and iPadOS apps, alternative payment processing for apps across the Company's operating systems, and additional tools and application programming interfaces for developers.","the Company has implemented changes to iOS, iPadOS, the App Store and Safari

in the EU as it seeks to comply with the Digital Markets Act (“DMA”), including new business terms and alternative fee structures for iOS and iPadOS apps, alternative methods of distribution for iOS and iPadOS apps, alternative payment processing for apps across the Company’s operating systems, and additional tools and application programming interfaces for developers.",Fact extraction,Medium
AAPL,9,What markets are referenced in the U.S. civil antitrust lawsuits alleging monopolization or attempted monopolization against the Company?,"The U.S. civil antitrust lawsuits allege monopolization or attempted monopolization in the markets for ""performance smartphones"" and ""smartphones"" generally, in violation of U.S. antitrust laws.",the Company is subject to civil antitrust lawsuits in the U.S. alleging monopolization or attempted monopolization in the markets for “performance smartphones” and “smartphones” generally in violation of U.S. antitrust laws,Literal,Easy
AAPL,8,"What specific technologies and account-related actions does the Company deploy to protect customers, and what negative consequences can these protective measures cause?","The Company deploys and makes available technologies like multifactor authentication, monitors its services and systems for unusual activity, and may freeze accounts under suspicious circumstances. These measures can result in the delay or loss of customer orders or impede customer access to the Company's products and services.","the Company deploys and makes available technologies like multifactor authentication, monitors its services and systems for unusual activity and may freeze accounts under suspicious circumstances, which, among other things, can result in the delay or loss of customer orders or impede customer access to the Company’s products and services.",Fact extraction,Medium
AAPL,12,"In the Article 5(4) Investigation, what amount did the Commission fine the Company on April 23, 2025, and what did the accompanying cease and desist order require?","On April 23, 2025, the Commission fined the Company €500 million in the Article 5(4) Investigation and issued a cease and desist order requiring the Company to remove technical and commercial restrictions that prevent developers from steering users to alternative distribution channels outside the App Store.","On April 23, 2025, the Commission fined the Company €500 million in the Article 5(4) Investigation and issued a cease and desist order requiring the Company to remove technical and commercial restrictions that prevent developers from steering users to alternative distribution channels outside the App Store.",Fact extraction,Medium
AAPL,12,"What level of experience does the Company's Head of Corporate Information Security have, and since when has this individual led the Company's Information Security team?","The Head of Corporate Information Security has over 25 years of experience in the cybersecurity industry, including leadership positions at other large technology companies, and has led the Company's Information Security team since 2016.","The Company’s Head of Corporate Information Security has extensive knowledge and skills gained from over 25 years of experience in the cybersecurity industry, including serving in leadership positions at other large technology companies and leading the Company’s Information Security team since 2016.",Literal,Easy
AAPL,11,"In which two foreign jurisdictions does the Company note that a number of its subsidiaries are organized, exposing it to tax law changes?",The Company notes that a number of its subsidiaries are organized in Ireland and Singapore.,"The Company is subject to taxes in the U.S. and numerous foreign jurisdictions, including Ireland and Singapore, where a number of the Company’s subsidiaries are organized.",Fact extraction,Easy
AAPL,11,"According to the excerpt, why might a strengthening of foreign currencies relative to the U.S. dollar still fail to fully benefit the Company despite being generally beneficial to its foreign currency-denominated sales and earnings?","A strengthening of foreign currencies could cause the Company to reduce international pricing or incur losses on its foreign currency derivative instruments, thereby limiting the benefit, and it may also increase the Company's cost of product components denominated in those currencies, adversely affecting gross margins.","a strengthening of foreign currencies relative to the U.S. dollar, while generally beneficial to the Company’s foreign currency–denominated sales and earnings, could cause the Company to reduce international pricing or incur losses on its foreign currency derivative instruments, thereby limiting the benefit. Additionally, strengthening of foreign currencies may increase the Company’s cost of product components denominated in those currencies, thus adversely affecting gross margins.",Multi-step reasoning,Medium
AAPL,14,"What drove the Company's lower effective tax rate in 2025 compared to 2024, and what was the dollar magnitude of the related year-over-year change?","The 2025 effective tax rate was lower compared to 2024 due to a $10.7 billion year-over-year decrease in the provision for income taxes related to the State Aid Decision and the impact of changes in unrecognized tax benefits, partially offset by a change in valuation allowance and a higher effective tax rate on foreign earnings.","The Company’s effective tax rate for 2025 was lower compared to 2024 due to a $10.7 billion year-over-year decrease in the provision for income taxes related to the State Aid Decision (refer to Note 7, “Income Taxes” in the Notes to Consolidated Financial Statements in Part II, Item 8 of this Form 10-K) and the impact of changes in unrecognized tax benefits, partially offset by a change in valuation allowance and a higher effective tax rate on foreign earnings.",Fact extraction,Medium
AAPL,14,"As of September 27, 2025, what was the total amount of manufacturing purchase obligations, and how much of that was payable within 12 months?","As of September 27, 2025, the Company had manufacturing purchase obligations of $56.2 billion, with $55.4 billion payable within 12 months.","As of September 27, 2025, the Company had manufacturing purchase obligations of $56.2 billion, with $55.4 billion payable within 12 months.",Numeric calculation,Easy
AAPL,16,"According to the company's value-at-risk analysis, what was the maximum one-day loss in fair value estimated with 95% confidence for its foreign currency derivative positions as of September 27, 2025 and September 28, 2024?","The company estimated, with 95% confidence, a maximum one-day loss in fair value of $590 million as of September 27, 2025 and $538 million as of September 28, 2024.","the Company estimates, with 95% confidence, a maximum one-day loss in fair value of $590 million and $538 million as of September 27, 2025 and September 28, 2024, respectively",Fact extraction,Easy
AAPL,16,"How many weeks did each of Apple's fiscal years 2025, 2024, and 2023 span, and what caused the difference?","Fiscal years 2025 and 2024 spanned 52 weeks each, whereas fiscal year 2023 spanned 53 weeks. The difference arose because an additional week is included in the first fiscal quarter every five or six years to realign the Company's fiscal quarters with calendar quarters, which occurred in the first fiscal quarter of 2023.","An additional week is included in the first fiscal quarter every five or six years to realign the Company’s fiscal quarters with calendar quarters, which occurred in the first fiscal quarter of 2023. The Company’s fiscal years 2025 and 2024 spanned 52 weeks each, whereas fiscal year 2023 spanned 53 weeks.",Multi-step reasoning,Medium
AAPL,21,"As of September 27, 2025, what was the total amount of gross unrecognized tax benefits, and how much of that amount would impact the Company's effective tax rate if recognized?","The total amount of gross unrecognized tax benefits was $23.2 billion, of which $10.6 billion, if recognized, would impact the Company's effective tax rate.","As of September 27, 2025, the total amount of gross unrecognized tax benefits was $23.2 billion, of which $10.6 billion, if recognized, would impact the Company’s effective tax rate.",Fact extraction,Medium
AAPL,21,Which countries are included within the Company's Europe reportable segment beyond European countries?,"Europe includes European countries, as well as India, the Middle East and Africa.","Europe includes European countries, as well as India, the Middle East and Africa.",Literal,Easy
AAPL,19,Which tax years remain subject to examination for the U.S. federal jurisdiction and for certain major foreign jurisdictions as described in the excerpt?,"Tax years 2018 and after 2021 for the U.S. federal jurisdiction, and tax years after 2014 in certain major foreign jurisdictions, remain subject to examination.","Tax years 2018 and after 2021 for the U.S. federal jurisdiction, and after 2014 in certain major foreign jurisdictions, remain subject to examination.",Literal,Easy
AAPL,23,"What management transition was announced on October 31, 2025 regarding the Principal Accounting Officer role, and who will the successor report to?","Chris Kondo, Senior Director of Corporate Accounting and Principal Accounting Officer, will transition from his role on January 1, 2026 and continue working on other projects. Ben Borders, the Company's Director of Technical Accounting, will become Senior Director of Corporate Accounting and assume the role of Principal Accounting Officer, reporting to Kevan Parekh, the Company's Chief Financial Officer.","On October 31, 2025, the Company announced that Chris Kondo, Senior Director of Corporate Accounting and Principal Accounting Officer, will transition from his role on January 1, 2026. Following the transition, Mr. Kondo will continue to work on other projects. Ben Borders, the Company’s Director of Technical Accounting, will become Senior Director of Corporate Accounting and assume the role of Principal Accounting Officer. Mr. Borders will report to Kevan Parekh, the Company’s Chief Financial Officer.",Fact extraction,Medium
AAPL,23,"What framework did management use to assess internal control over financial reporting, and what conclusion did management reach as of September 27, 2025?","Management conducted its assessment based on the criteria set forth in the Internal Control – Integrated Framework issued by the Committee of Sponsoring Organizations of the Treadway Commission (2013 framework), and concluded that internal control over financial reporting was effective as of September 27, 2025 to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements in accordance with GAAP.","Management conducted an assessment of the effectiveness of the Company’s internal control over financial reporting based on the criteria set forth in Internal Control – Integrated Framework issued by the Committee of Sponsoring Organizations of the Treadway Commission (2013 framework). Based on the Company’s assessment, management has concluded that its internal control over financial reporting was effective as of September 27, 2025 to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements in accordance with GAAP.",Multi-step reasoning,Hard
AAPL,24,"In the Officer's Certificate dated February 23, 2016, what was the highest fixed interest rate note listed and what year does it mature?","The highest fixed interest rate note listed in the February 23, 2016 Officer's Certificate was the 4.650% Notes due 2046.","Officer’s Certificate of the Registrant, dated as of February 23, 2016, including forms of global notes representing the Floating Rate Notes due 2019, Floating Rate Notes due 2021, 1.300% Notes due 2018, 1.700% Notes due 2019, 2.250% Notes due 2021, 2.850% Notes due 2023, 3.250% Notes due 2026, 4.500% Notes due 2036 and 4.650% Notes due 2046.",Multi-step reasoning,Medium
AMZN,0,What are the four guiding principles that Amazon states direct its operations?,"Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.","We are guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.",Fact extraction,Easy
AMZN,0,"Into which three operating segments has Amazon organized its operations, and where can net sales information be found?","Amazon has organized its operations into three segments: North America, International, and Amazon Web Services (AWS). Information on net sales is contained in Item 8 of Part II, 'Financial Statements and Supplementary Data — Note 10 — Segment Information.'","We have organized our operations into three segments: North America, International, and Amazon Web Services (“AWS”). These segments reflect the way the Company evaluates its business performance and manages its operations. Information on our net sales is contained in Item 8 of Part II, “Financial Statements and Supplementary Data — Note 10 — Segment Information.”",Multi-step reasoning,Medium
AAPL,25,"Who are appointed as attorneys-in-fact in the Power of Attorney section, and what authority are they granted regarding the Form 10-K?","Timothy D. Cook and Kevan Parekh are appointed, jointly and severally, as attorneys-in-fact, each with the power of substitution, to sign any amendments to the Annual Report on Form 10-K and to file the same, with exhibits and other documents, with the Securities and Exchange Commission.","constitutes and appoints Timothy D. Cook and Kevan Parekh, jointly and severally, his or her attorneys-in-fact, each with the power of substitution, for him or her in any and all capacities, to sign any amendments to this Annual Report on Form 10-K, and to file the same, with exhibits thereto and other documents in connection therewith, with the Securities and Exchange Commission",Fact extraction,Medium
AAPL,25,"On what date was the report signed, and under what statutory authority was it signed on behalf of the Registrant?","The report was signed on October 31, 2025, pursuant to the requirements of Section 13 or 15(d) of the Securities Exchange Act of 1934.","Pursuant to the requirements of Section 13 or 15(d) of the Securities Exchange Act of 1934, the Registrant has duly caused this report to be signed on its behalf by the undersigned, thereunto duly authorized.

Date: October 31, 2025",Literal,Easy
AMZN,1,"As of December 31, 2025, approximately how many full-time and part-time employees did the company report, and what supplemental workforce sources does it use?","As of December 31, 2025, the company employed approximately 1,576,000 full-time and part-time employees, and it additionally uses independent contractors and temporary personnel to supplement its workforce.","As of December 31, 2025, we employed approximately 1,576,000 full-time and part-time employees. Additionally, we use independent contractors and temporary personnel to supplement our workforce.",Fact extraction,Easy
